문서 번호,답변 ID,답변,답변 날짜
476636819,4766368192, : 광화문 종로 경복궁 창덕궁 종묘 명동 서대문형무소 국립중앙박물관 혜화동 대학로 잠실 롯데월드 석촌호수 서울숲 상암 하늘공원 여의도한강공원 여의도 더현대 서울 뚝섬유원지 동대문 신촌 홍대 코엑스 별마당도서관 올림픽공원 등이 있습니다.강남구 논현동에 위치한 유정식당 가볼만합니다,2024.10.17.
476636062,4766360621,네  맞습니다2.최근에는 여러가지  프로그램이 있기 때문에  좋습니다3.나에게 맞는 수강 프로그램에  등록 합니다,2024.10.15.
476635927,4766359271,대학교,2024.10.14.
476635927,4766359272,대학교 줄임말,2024.10.15.
476635927,4766359273,대학교 와 홍대입구 지하철역이 있는곳가장 놀기좋은 지역이 되면서 부터  (서교동 이 아닌) 놀기좋은 지역 대명사 홍대,2024.10.15.
476635927,4766359274,대학교홍대입구역,2024.10.15.
476634099,4766340991,디지털단지역 이 딱 중간,2024.10.14.
476633459,4766334591,선성수역4번출구 팝업 거리펍지(PUBG) 게임 배틀그라운드 팝업 코닥코너샵 등 지도복합문화공간 무신사테라스 스테이지35 등3번출구 카페거리ate브런치 팅플래닛 등성수 2024년 10월 팝업리셀르노 3일 ~ 8일기타 2024년 10월 팝업용산역 아이파크몰 6층 짱구팝업10월31 일까지홍대입구역 산리오리러버스 클럽팝업 10월31일 까지여의도역 더현대 라인프렌즈 월드팝업스토어 10월14일 ~ 11월13일잠실역 레고90주년팝업 롯데월드몰 1층 10월21일 ~ 11월6일2호선건대입구역성수와 1정거장 동선코스 추천하며건대가 있어 홍대못지 않은 큰 번화가6번출구 커먼그라운드(복합문화공간)5번출구 양꼬치거리 1번출구 다이소앞 메인거리 초입,2024.10.14.
476633379,4766333791,선 돌곶이역 5번출구 바로앞,2024.10.14.
476632465,4766324651, 인구 이러다가 900만명 붕괴 직전이 있습니다.이미 천만 서울은 옛말이 됐습니다.,2024.10.14.
476632465,4766324652,아니요  망하지 않았습니다  그러나 인구수가 935만명 으로 월 3000~4000명 계속 줄어 들고 있습니다2.반대로 수도권  인천. 경기도 지역은 계속 인구가 늘어 나고   3기 신도시. GTX등 계속 발전 하고 있습니다,2024.10.15.
476632465,4766324653,축제도 멋지게 끝냈고한강공원에는 사람들이 넘쳐나고잠실야구장 사람이 많아서 암표가 나돌 정도이고서울 경기(파주) gtx 개통 2개월 전의새들 때문에 병원 가기가 힘든 거 하고 종교집단들이 주말 광화문에서 시위하는 거 때문에차 막히는 거 빼고는  안 망하고 잘 돌아가는 중,2024.10.14.
476632319,4766323191,시설 로데오거리가 있고회사 업무시설이 가장많은  강남역 (역삼동)주거지역 고급 최신아파트가 많은 청담동,2024.10.14.
476632319,4766323192,정동,2024.10.14.
476631165,4766311651, 아침 추천지  입니다1.장소 입니다조조 영화관PC방찜질방따릉이 타기한강 공원올림픽 공원2.식당 입니다24시간 콩나물 국밥24시간 감자탕롯데리아 일부맥도날드 일부,2024.10.14.
476631165,4766311652,게 식당 대부분 10시되야 오픈 하므로홍대 한바퀴 돌거나 (라면도서관24시간)  동대문 일요시장 9시 등 한바퀴  등1호선동대문역동선코스 동대문 동묘 낙산공원 대학로9번출구동대문 종합시장 옷상가 아님 소품 원단 악세서리 혼수 abcd동 (일요일 문닫음)d동 골목에 길거리 음식 10개 있고 청계천 방향 우측 좁은 골목에 닭한마리 골목 이라고있는데 닭한마리집은 몇개 없고 백반이 유명청계천 건너편으로 두타 밀리오레 쇼핑타운 이쪽이 낮저녁 소매 전문 ddp 쪽 쇼핑타운 새벽 도매전문두타 밀리오레 맞은편이 ddpddp 좌측 맥스타일 골목 에 일요일만 열리는 일요시장이곳이 1천원짜리 재고 하자있거나 반품된 새옷 티셔츠도 있고 각종 새물건 아주저렴 하게 파는곳동묘벼룩시장 하고 연계해서 보면 아주좋은 동선코스일요시장 길 쭉 따라가면 디오트 간판이 크게 보임 앞이 청계천 다리다리 건너면 동묘 벼룩시장(일요일이 아닐경우 동대문역 4번출구 완구문구 도매상가 골목 끝까지 가면 동묘연결)구제 상가 옷무덤 골동품 수입먹거리 등 중고 용품 파는곳동묘벼룩시장 구경 후 동묘앞역 10번 출구에서 03번 마을버스 타고낙산공원 종점 하차 5분 서울 뷰 를 보고성곽길 따라 내려오면 한양도성박물관 흥인지문 동대문역이화마을 쪽으로 내려오면 대학로 마로니에공원 혜화역2곳다 걸어서 내려오는 시간은 10분대학로 동대문에서 걸어올라가면 20분 정도 걸림(동묘구제시장 쇼핑방법 지하철출구 앞 구제메인거리 보다 동묘문앞 옷무덤(2천원짜리 쌓인옷)우측 골목구제가 싸고 오리지널 )동묘맛집 청계천 라인으로 나오면찾기 쉬움 바로뒷골목 동태찌개 골목이라고 함 매우좁은 골목 가게가 10개 정도 있음광주식당 한가지메뉴 동태찌개 줄서서먹는곳 8 돈까스 가게 1곳 83호선독립문역서대문형무소 보고 독립문사거리 에서 좌측 대각선으로 보면가장큰건물 경찰박물관 감옥체험 수갑체험 등 각종체험 과 신기한 전시물 무료뒷쪽길로 해서 돈의문박물관 마을까지 걸어서 갈수도 있음 15분 정도 소요맛집 영천시장5호선광화문역 서대문 역4번 출구 최근 가장 핫한 돈의문 박물관 마을 신라 조선 그런거 아님 70 ~ 90년대 생활사 박물관만화방 오락실 실제 체험 무료 광화문역 도보10분 광화문광장 교보문고 청계광장강남 역11번 출구 강남역 지하상가 200여개 매장리니게이트 팝업스토어 콜투마인드 팝업스토어 악세사리 폰 등 옷가게가 유명 10시 ~ 22시애플샵 cgv 뒤쪽골목에 방탈출 보드게임 등 이색까페 네컷사진 이 많은곳먹거리 꼬꼬이 일식 카레 디저트 빌리엔젤 1만원대8번 출구 삼성전자 딜라이트샵 무료10번출구 골목이 성인상권 이고 건너편 11번출구 cgv 쪽은 학생들 상권)중간 카카오프렌즈 3층 까페 음료 도넛 5천 ~ 3천뒤쪽 제로ㅇㄷ 방탈출까페 먹거리 강ㄴ교자 칼국수1만원대 콤보 샌드위치클럽 포차거리가장 끝 신논현역 교보문고4번 출구 직진 10분 kbo 회관 프로야구 정보 전시관 무료2호선삼성역코엑스몰 아쿠아리움별마당도서관 1층 2층 약7만권 책대여는 불가 하며 안에서만 가능 2층이 한가한편2호선잠실 역잠실역 지하상가 영업장 150개 옷가게 가장 많고 소품샵도 먾은곳4번 출구 롯데월드2번 출구 롯데타워롯데타워 뒤 석촌호수 동호송리단길 보드게임카페(청소년할인) 만화카페 소품샵거리 공방네컷사진 노래방 등 즐길 거리가 있는 곳소품샵코지블루비쥬마켓루이코모맛집세컨디포레스트 스파게티 1.5봉땅 꽈베기 4동경산책 일식 1.4일일향 중국집 1.13호선종로3가역익선동 인사동 북촌한옥마을 삼청동 경복궁 동선코스4번출구 편의점골목이 익선동 초입 옆에 지나가는 사람과 어깨가 닿을 정도로매우 좁은 미로같은 (겉만 한옥 거리이지 사실 속은 서양식 )까페 네컷사진 오락실 옷 가게 등 즐길거리 먹거리가 많은곳 바로옆 낙원상가통과하면 인사동 네거리 쌈지길(전통복합문화공간)방향 안국역 쪽 인사동 초입 1번출구 안국빌딩 골목진입정독도서관 옆길로 해서 목욕탕굴둑이 보이는 골목 언덕이 북촌한옥마을북촌한옥마을 난간계단으로 내려가면 삼청동 카페거리여기서 조금 가면 삼청파출소 우측으로보면 경복궁 담벽라 민속박물관 출구종로3가역 맛집 익선동 쪽을지면옥 냉면15 소고기국밥13종로찌게마을 대구탕12 2시간이상 못있는곳미갈매기살 갈매기살18 삽겹19 막창18이경문순대곱창 11시부터 줄 순대국 9 건더기 엄청푸짐종로할머니국수 멸치국물 8 김치가 괜찮은곳 찬양집 해물국물 하고 양대산맥베베도넛 4 음료5간판없는가게 스파게티 아란치니 8익선미다방 파스타 2서울커피 빵4.5 음료 6호호식당 일식 히레카츠 16자연도 소금빵 시간대별로 나오는빵을 먹을수 있는곳한옥마당 에서 차와 빵을 먹을수 있는곳 대신 차를 시켜야함 (익선동 카페구조가 대부분 비슷)소금빵 4개 한셋트 12 빵매니아 추천을지로 입구역8번 출구 바로앞 롯데백화점 연결통로스타 애비뉴 (연예인 bts 사진 손도장 등 포토존으로 유명 ) 롯데앞명동지하상가로 차 길 건너면 명동 을지로 초입명동 세계 길거리 음식 탕후루 등 (길거리 음식은 16시 이후에 많이 나옴)명동성당 옆골목이 맛집(명동교자등 ) 노래방 보세옷 등 놀 거리가 많은 곳명동역 쪽으로 나옴 명동역 지하상가 안 굿즈샵 1번 출구 12층짜리 다이소3번 출구 퍼시픽호텔 갈림길 좌측 재미로 끝까지 올라가면 남산돈까스 거리 (소월로)명동역 4번 출구 직진 신세계 사거리 좌측 애니메이션 센터 1층 애니까페 2층 놀이방애니센터에서 터널 방향으로 조금 올라가면 오르미라는 에스컬레이터 장치 무료남산타워 케이블카타는곳 까지 올라감명동은 물가가 비쌈 저렴한분식류등촌샤브샤브 칼국수 1명동교자 칼국수 1신세계떡복이두끼 떡복이 학생 1이베달라붙는떡복이 1영등포 역영등포 지하상가 영업장 120개 옷가게가 가장많으며 중고서점 알라딘 등 이색매장도 많음지하상가와 연결된 신세계 백화점백화점과 타임스퀘어 는 연결 내부 교보문고 오락실 실내동물원 옥상정원 등홍대입구역9번출구 kfc 골목 초입 길거리 음식 10개메뉴는 떡복이 순대 꼬치 . 등 3천 ~ 4천 .길거리음식 지나면 버스킹무대 앞좌측길은 ak프라자 뒷쪽 직진 좁은골목 서교초등학교 보세옷거리우측길 지나서 사거리 차길나옴건너편 분홍색 스티커사진 골목이 홍대메인거리바로옆 나이키 좁은 골목은 곱창음식 사주타로 골목좌측 홍대정문방향 으로는 브랜드 옷가게 들이 많음우측 홍대입구역 사거리 방향 (큰길)메인거리 진입 홍대자체 브랜드 청바지 1만5천원 빽바지 엠플레이그라운드 등 컨테이너 옷가게괜찮은 옷가게가 많이 있음 길거리에 저렴한 1천 ~ 2천 짜리 악세사리화장품가게 타로 운세가 굉장히 많고 폰가게 등등 중간에 수 노래방 본점끝쪽 길바닥에 색칠해놓은 광장같곳이 나옴 스피커 가져와서 모자 깔아놓고 혼자 춤 기타버스킹 하고 다름우측으로 력셔리 수 노래방 짱 오락실 상상마당상상마당 앞길은 가운데가 공영주차장 이었는데 전부 없애고 공원화양싸이로 상가 까페가 쭉 합정역 상수역까지 연결합정역쪽은 고기집이 많고 상수역쪽은 까페가 많음3번출구 연트럴파크 가운데가 공원 양싸이드로 상가가 쭉 있고우측 까페많은쪽 골목골목에 연남동 특유의 소품샵 이쁜까페 옷가게인스타 감성 디저트 가게가 즐비하고 연남동주민센터 쪽도 괜찮은곳 많음동진시장 연남동 골목골목 끝 쪽에 위치 금토일에 장이 열리며수제 향수 악세사리 등 옛날 시장을 개조한곳연트럴파크 중간 철길 건널목 우측에 기사식당 꽤유명 하고화교들이 직접운영하는 중국집이 몇개 있음연남동의 과거 모습은 기사식당 골목 이 있는 작은 화교마을연남동 끝 연희동 카페거리 넘어가는 굴다리 벽화 그려진 포토존홍익대학교 정문 우측바로옆길 포토존 벽화거리정문 좌측 골목 홍대에서 가장 높은 와우공원홍대정문에서 우측으로 5분정도 걸어가면 클럽포차거리삼거리포차 앞 기준 홍대 방향은 20대 클럽우측 상수역 방향은 30대 클럽2번출구 라인프렌즈 메가박스 삼성디지털프라자 무료포토존 cgv뒷쪽 카페들이 가격이 저렴 싼만큼 외진곳카페 길로 해서 연트럴파크로 갈수가 있음4번출구 ak프라자 꼭대기 홍대뷰 감상ak프라자 5층 굿즈샵 애니메이트3층짜리다이소 와이즈파크 타미야6번출구 소품샵거리 오브젝트 수바코책거리 굿즈샵 안서당8번출구 카카오프렌즈홍대놀거리 만화까페 1시간 + 음료 7천원 (보통 24시까지 영업 24시간 하는곳은 심야 요금 따로적용)방탈출까페 1인 2만5천원 60분 가격 낮아진곳 많음 메인거리 중간중간 피켓들고 사람이 서있음vr까페 70분 2 ~ 3만원동물까페룸까페 1만2천원포토존까페 4500원 ~ 1만원타로 5천원사격장 1만원양궁장 1만원짱오락실폰케이스 만드는곳 2인 2만원정도스티커사진 4천원홍대메인 거리끝 8층짜리 상상마당 안에 소품샵 코노 까페 등 전부 다있음안에 공방이많음 7천원 까페 독립영화관 전시회 많이함 유료 무료 둘다 있음상상마당 맞은편 올리브영 골목 핑크대문 쪽이 클럽골목상상 사거리 우측 대각선 편의점 이름이 라면도서관 봉지면을 100여개세계 라면을 책처럼 꺼내먹는방식 국내라면가격은 거의 비슷일본라면이 비쌈 미고랭 저렴 외국인이 상당히 많음홍대 노래방 평균 1시간 1만2천원수노래방 토일만 24시간 낮12시 ~ 16시 1인 2천ㅅ 노래방의 장점은 전층을 사용함 창문쪽이 방이므로 홍대거리가 훤히 보임 밖에 지나가는 사람보면서 노래를 부른다는거 물론 밖에서도 보임상상맞은편 낮시간 풀 1시간 4천원 노래방 이었는데 바꼈음 (19시 까지 청소년 8천원 성인1만원)메인거리 초입 우측 좁은골목 노래방 토일 제외 풀 성인1만 청소년8천원홍대에서 메인거리만 (nb대리점 청춘마루 나이키 )찾으면 전부 몰려있고 홍대에서 상상마당 쪽이 저렴홍대에는 스티커 사진관이 엄청 많은곳 50미터마다 한곳씩 보임 인생네컷 홍대네컷 하루필름 ... 등가성비 맛집9번출구 바로앞 길거리 음식 떡복이 순대 평범한곳 8개메인거리 초입 길거리음식 미니붕어빵 한봉지3 마카롱 3 홍콩 계란빵 3 닭꼬치 4.5 등조폭떡복이 5 9번출구 바로뒷골목만평우동 5.5 메인거리 중간 우측 골목철판볶음밥전문점 1 메인거리 사거리 우측카츠업 돈까스 1 메인거리 사거리 좌측 골목혼카츠 돈까스 1.1 메인거리 중간 좌측유선생 돈까스 1 클럽거리쪽가미우동 6 9번출구우동가조쿠 8 2번출구고토히라우동 9 7번출구이츠모라멘 9.5 9번출구부탄츄라멘 9 7번출구연남동 3번출구 기사식당 감남무집 불백1.2 반찬무한리필 화교운영 중국집 덕자한식 1서울 찐 맛집 정리광장시장 빈대떡남대문시장 칼국수청진동 해장국무교동 북어국충무로 생선구이신촌 서서갈비 형제 갈비왕십리 곱창경희대 파전동대입구역 태극당연남동 디저트 리치몬드 제과점여의도 나폴레옹 제과점남산중턱 남산돈까스이태원 수제버거명동 나라별 길거리음식노량진 컵밥동대문 길거리음식홍대 라멘신당동떡볶이신림동순대공덕동 장충동 족발,2024.10.14.
476631165,4766311653, : 광화문 종로 경복궁 창덕궁 종묘 명동 서대문형무소 국립중앙박물관 혜화동 대학로 잠실 롯데월드 석촌호수 서울숲 상암 하늘공원 여의도한강공원 여의도 더현대 서울 뚝섬유원지 동대문 신촌 홍대 코엑스 별마당도서관 올림픽공원 등이 있습니다.강남구 논현동에 위치한 유정식당 가볼만합니다,2024.10.17.
476630829,4766308291,혼자 놀기 추천지 입니다애니 메이트안서당수바코피큐에 프레소다이소카카오샵북카페상상마당코노방영풍문고짱오락실인형뽑기방인생네컷2.네 혼밥은 30분~1시간 전에 가면 편하게  먹을수  있습니다,2024.10.14.
476630270,4766302701, 확대해보니까 광교중앙이라고 써있네요,2024.10.14.
476630270,4766302702,중앙역  신분당선,2024.10.14.
476626215,4766262151,선숲길 주변으로 분위기 좋은 카페 많습니다.,2024.10.14.
476626215,4766262152, 추천지  입니다테마카페디저트카페스타벅스다이소이마트볼링장포켓볼당구장탁구장노래방영화관PC방한강공원,2024.10.14.
476625024,4766250241,에 대해서---- 백운대에서 만날수 있습니다2번에 대해서*** 두사람의 체력을 모르는 상황*** 두사람이 북한산 코스의 길을 잘알고 있다고 가정하고 의견을 남겨보면 양쪽에서 각각출발할때 백운대 까지 2시간정도 걸리겠습니다등산에서 산행코스별로 가파른길도 있고 완만한길도 있고 걸음이 빠른사람도 있고 느린사람도 있다보니 평균적으로 1시간에 2km를 간다고 봅니다. 그렇게 이동속도를 가정하고 길이 가파르고 중간중간에 휴식도 많이 취했다면 그런 시간만큼 2시간에서 추가로 걸리겠습니다코스들은 이렇게 가면 되겠습니다[] 우이역 - 백운대탐방지원센터 - 하루재 - 백운대: 약 4km[] 북한산성탐방지원센터 - 무량사 - 개연폭포 - 대동사 - 백운대 : 약 4km3번에 대해서가능한데 종로구에 있는 하산지점까지 다양한 갈림길이 존재합니다. 어느 갈림길에서든 최종 목적지를 구기동에 있는 구기탐방지원센터를 최종 목적지로 하고 내려가면 됩니다예를들면 백운대 - 노적봉 - 용암문 - 태고사 -  보국사지 - 대남문 - 구기계곡 - 구기탐방지원센터로 가면 됩니다. 예를들어서 남긴 코스로 간다면 약 8km로 4시간 정도 걸립니다.  혹시라도 길을 혼동하더라도 평창동으로 내려가더라고 크게 문제는 되지 않겠습니다. 이정표도 잘되어 있고 북한산은 등산객이 많다보니 오고가는 등산객분들에게 구기동 또는 평창동으로 하산하는 길을 물으면 되겠습니다. 길을 혼동하거나 하산하는 중에 휴식을 많이 취하면 4시간 이상 걸리겠습니다4번에 대해서따로 예약을 할 필요는 없습니다그리고 위에 2번 답변에 두사람이 북한산 코스를 잘아는 경우로 가정해서 적었는데 혹시라도 코스를 잘 모를 경우 다음이나 네이버에서[] 북한산성탐방지원센터 백운대 최단거리 [][] 우이역 백운대 최단거리 []와 같이 검색하면다양한 계절에 다녀온 후기글 블로글이 있는데 그런 글을 하나 둘 친구와 함께 읽어보고 풍경 산행코스 중간중간 갈림길 이정표 올라가야하는 길의 분위기 산행시 준비물(간식 음료 등)을 참고해서 준비잘해서 등산을 다녀오면 되겠습니다역시나 백운대에서 종류지점을 종로구 일대(구기동 또는 평장도) 로 할지는 위에 검색방법과 같이 검색으로 길과 코스를 알아보거나아니면백운대로 올라올 때 체력이 많이 소모되었다면 산행을 시작해던 곳 중에서 교통이 편리한 곳으로 하산해서 종로구일대로 이동하는 것도 하나의 방법이 될것 같군요궁금증 해결에 도움이 되었길 바랍니다,2024.10.14.
476623558,4766235581,서울 청담동에 있는 클럽플러스82의입구통로입니다.- 네이버 블로그...:https://blog.naver.com/pipopipo96/223111613395플러스82서울특별시 강남구 도산대로 539 B1층청담역 7호선서울특별시 강남구 학동로 508압구정로데오역 수인분당선서울특별시 강남구 압구정로 402,2024.10.14.
476544760,4765447601,동 근처에 남녀공학이 별로 없기도하고 대부분 남고나 여고를 가기때문에 학생수가 적긴해요 그나마 등촌고나 수명고가있습니다,2024.10.17.
476563041,4765630411,서울특별시 성북구 오패산로13길 10 1층 온당,2024.10.14.
476620633,4766206331,일요일 주말 이라서  명당은 1~2시간전에 가는것이 좋을것  으로 예상 됩니다2.무지개 분수는 밤 7시 30분 부터 시작이 됩니다,2024.10.14.
476620633,4766206332, 가도 상관없습니다. 그렇게 치열하지 않아요.,2024.10.14.
476620633,4766206333, 일요일 13시 부터 뚜벅뚜벅축제일찍부터 와서 자리잡고 있는 사람 꽤 있음좋은 자리 앉으려면  12시 이전,2024.10.14.
476620514,4766205141, 클럽 제일 재밌는데 버뮤다요.EDM 압도적 원탑이에요 ㄹㅇ,2024.10.14.
476620514,4766205142,버뮤다인클이정도가 좋을거 같습니다,2024.10.15.
476619735,4766197351, 부은 상태네요 모기알러지를 가지고 계시다면 병원에 가보시는게 좋을것 같습니다 알러지는 심해지면 위험 하거든요,2024.10.14.
476616686,4766166861, 라멘 맛집 추천 합니다잇텐고 라멘이리에 라멘오레노 라멘  등등 입니다,2024.10.14.
476616603,4766166031,아니요 매월 첫째. 셋째 월요일 휴무 입니다2.아래 홈페이지 참고해 보세요잠실역 내용 | 지하도상가>상가안내>강남권컨텐츠 잠실역 프린트 트위터 페이스북 네이버 블로그 찜하기 상가안내 강남권 잠실역 상가상세안내 상가배치도 주변약도 잠실역 지하쇼핑센터 주소 송파구 올림픽로 지하265 규모 면적 8446㎡ / 점포수 139개 관리주체 이○○ 운영안내 개장 : 10:00 ~ 22:00 휴 점 일 : 매월 첫번째 세번째 월요일 통로개방 : 24시간 주요업종 의류 통신 등 주변여건 저렴한 의류를 취급하는 점포가 대다수이며 잠실역 롯데백화점 롯데월드와 인접하여 있어 젊은 층의 이용객이 많습니다. 컨텐츠 담당자 및 만족도 평가 담당부서 : 상가운영...www.sisul.or.kr,2024.10.14.
476616603,4766166032,요 매월 첫째. 셋째 월요일 휴무 입니다,2024.10.14.
476615873,4766158731,는 전세가5억이내가능하죠,2024.10.14.
476615739,4766157391,석이라고 하면붙어있는 자리를 의미합니다,2024.10.14.
476615739,4766157392,석은 2개의 좌석이 붙어 있는 것을 의미합니다. 티켓은 1장으로 구매하게 되며 해당 좌석에 앉을 수 있는 권리가 포함됩니다. 따라서 친구와 함께 가고 싶다면 친구를 데려갈 수 있습니다.,2024.10.14.
476614227,4766142271,하세요@서울지하철2호선 삼성역에 내려서삼성역 5번 6번 출구로 나오시면 됩니다.* 삼성역에내리시면  안내판잘 되어 있습니다.,2024.10.14.
476614227,4766142272,지역이 있습니다 . 가까운 역으로 가면 됩니다1.2호선  삼성역 5.6번 출구 입니다2.9호선 봉은사역 7번 출구 입니다,2024.10.14.
476614227,4766142273,역 2호선서울특별시 강남구 테헤란로 538봉은사역 9호선서울특별시 강남구 봉은사로 601코엑스서울특별시 강남구 영동대로 513,2024.10.14.
476614227,4766142274,서울지하철 2호선 삼성역에 내려서삼성역 5번 6번 출구로 나오시면 됩니다.* 삼성역에 내리시면 안내판 잘 되어 있습니다.,2024.10.14.
476614227,4766142275,선 삼성역 9호선 봉은사역 둘다 가능합니다. 코엑스가 커서 둘 중에 가고자 하는 곳과 가까운 역에서 내리면 됩니다.,2024.10.15.
476613473,4766134731,선성수역4번출구 팝업 거리펍지(PUBG) 게임 배틀그라운드 팝업 코닥코너샵 리셀르노 등복합문화공간 무신사테라스 스테이지35 등3번출구 카페거리ate브런치 팅플래닛 등2호선건대입구역성수와 1정거장 동선코스 추천하며건대가 있어 홍대못지 않은 큰 번화가6번출구 커먼그라운드(복합문화공간)5번출구 양꼬치거리 1번출구 다이소앞 메인거리 초입,2024.10.14.
476613000,4766130001,엠유의원 괜찮았어요! 태반주사 같은 주사는 있는지 모르겠지만 수액실 따로있고 조용하고 간호산분들도 친절하셨습니다 건물에 주차장도 있어요,2024.10.17.
476612879,4766128791, GTX가 그쪽에 개통이 안됐기때문에 경강선을 타고 판교에 오셔서  신분당선 타고 강남으로 오셔서 2호선타고 합정역에서 하차  합정역1번출구 에서 M7731 번버스타고 킨텍스 정류장에 내리시면 됩니다 참고로 킨텍스는 대화역에서 도보로 16분 거리입니다 M7731이 배차간격이 좋으니까 걱정은 안하셔도 될것같습니다,2024.10.14.
476612348,4766123481,"하세요.서울대 가까운 곳에 위치하고 화장실 샤워실이 정말 깨끗한 고시원인 메이플 하우스 추천드립니다.어플에서 직접 고시원 방을 찾아 고를 수 있어요.방구하는 어플 ""독립생활""이라는 앱을 통해 확인해봤어요.더 싸고 더 좋은 방이 많이 있으니 아래 링크나 어플을 통해 확인보세요~링크 : www.dokliplife.co.kr혹은 구글 플레이스토어휴대폰 어플 ""독립생활"" 앱을 통해 방을 손쉽게 구할 수 있는데 고시원 검색 이용정보 방 시설 사진을 확인하고 비대면 룸투어부터 온라인 예약 및 결제까지 한번에 진행 가능합니다!!!비대면 방보기 VR룸투어는 언제 어디서든 휴대폰에서 실시간 방을 볼 수 있습니다. 강추 합니다!""독립생활""은 원하시는 지역/대학/역세권/여성전용등으로 고시원 고시텔 원룸텔 쉐어하우스를 검색하고 원하는 금액대별로 찾아서 방을 둘러보고 월세 보증금 확인 후 방 예약 결제까지 한번에 가능합니다.한달 단위 계약이라 부담없이 지낼 수 있고 다른 고시원으로 이동하는데 전혀 부담이 없습니다.5 10만원 고시원별 할인쿠폰과 신규가입 할인과 후기작성 쿠폰으로 좋은 방을 싸게 할인받을 뿐 아니라"" 한달 단기거주 "" 계약도 가능하여 부담없이 생활 할 수 있습니다.신용카드결제 카카오페이 네이버페이 결제도 가능합니다.",2024.10.14.
476612348,4766123482,대입구역 3번 출구 샤로수길 쪽 고시원이 깔끔하고고시원넷에서 보면 개별 화장실 밥 제공 등 옵션별로 전부 볼 수 있음,2024.10.14.
476611786,4766117861,좋은곳남산타워[유료/무료(전망대까지 안올라가도 밑에서도 볼 수 있음)]롯데타워(유료)낙산공원(무료)반포대교(무료)산책할만한 숲길&공원남산서울숲낙산공원선유도공원올림픽공원하늘공원서울관광지(거의근접거리에 있는건 묶겠습니다)A. 경복궁 & 청와대 & 서촌(통인시장) & 삼청동 & 북촌한옥마을 & 대한민국역사박물관 & 국립현대미술관B. 덕수궁(돌담길) & 서울시립미술관 & 서울시청 & 서울역사박물관 & 광화문광장 & 청계천C. 인사동 & 익선동 & 창덕궁 & 창경궁 & 종묘 & 광장시장D. 동대문 & 디디피 & 대학로 & 낙산공원 & 이화벽화마을E.  서울로7017 & 남대문시장 & 명동 & 남산타워F . 전쟁기념관 & 이태원 & 경리단길 & 해방촌 & 리움미술관 & 국립중앙박물관 & 국립한글박물관G.  홍대입구 & 신촌 & 이대H. 더현대서울 & 여의도한강공원 & 63빌딩I.  반포한강공원 & 고속터미널지하상가 & 신사동 가로수길 & 압구정 & 압구정로데오J. 강남역 & 삼성코엑스K. 서울숲 & 성수동카페거리 & 건대입구 & 어린이대공원L.  잠실롯데타워 & 롯데월드 & 올림픽공원위에서 하루에 짧은건 1~2개 긴거는 1개 코스로 돌 수 있을겁니다. 지도 어플같은거 다운받으셔서 위치 확인해보시면됩니다.맛집 같은경우는 인스타하시면 ex)익선동맛집 이렇게 검색하시면 많이 나올거로 인스타를 안하시면 밑에 남겨놓은 지도에서 인스타랑 똑같이 검색하시면 나옵니다.네이버 지도공간을 검색합니다. 생활을 연결합니다. 장소 버스 지하철 도로 등 모든 공간의 정보를 하나의 검색으로 연결한 새로운 지도를 만나보세요.map.naver.com카카오맵당신을 좋은 곳으로 안내 할 지도map.kakao.com혹시나 실내로 가고 싶으시면역이랑 이어져있는 쇼핑몰리스트입니다.용산역 - 아이파크몰(음식 / 쇼핑 / 영화 / VR체험)신도림역 - 디큐브시티(음식 / 쇼핑 / 영화)영등포역 - 타임스퀘어(음식 / 쇼핑 / 영화)여의도역 - IFC몰(음식 / 쇼핑 / 영화)고속터미널역 - 센트럴시티/신세계백화점(음식 / 쇼핑 / 영화)삼성역/봉은사역 - 코엑스(음식 / 쇼핑 / 영화 / 아쿠아리움)잠실역 - 롯데월드타워몰(음식 / 쇼핑 / 영화 / 아쿠아리움 / 전망대)추가로 서울 가이드북 다운받을 수 있는 사이트입니다. 참고바랍니다.서울 관광지도 & 가이드북서울관광재단 제작 서울관광지도. 완벽한 서울 여행을 위한 무료 가이드북 & 지도 받기! 우편 배송 및 대량 홍보물 접수 안내. 이동 서비스 식음서비스 숙박 서비스 순례길 등 다양한 정보를 담은 서울 관광 가이드북 PDF 다운로드. 서울관광재단 Visit Seoul 제공 관광 가이드북.korean.visitseoul.net,2024.10.14.
